0.641859	-0.192161
0.643655	-0.191107
0.645462	-0.190076
0.64728	-0.189064
0.649108	-0.188073
0.650948	-0.187101
0.652794	-0.186144
0.654651	-0.185203
0.656514	-0.18428
0.658386	-0.183368
0.660262	-0.182469
0.662146	-0.181581
0.664037	-0.180705
0.665931	-0.179838
0.66783	-0.178978
0.669732	-0.178128
0.671639	-0.177282
0.673547	-0.176441
0.675456	-0.175605
0.677369	-0.174771
0.67928	-0.173938
0.681192	-0.173106
0.683105	-0.172274
0.685015	-0.17144
0.686925	-0.170602
0.688832	-0.169762
0.690736	-0.168916
0.692637	-0.168065
0.694535	-0.167207
0.696426	-0.166338
0.698313	-0.165462
0.700194	-0.164575
0.702069	-0.163676
0.703936	-0.162765
0.705798	-0.161839
0.707649	-0.160899
0.709492	-0.159942
0.711327	-0.158969
0.713151	-0.157977
0.714963	-0.156966
0.716766	-0.155934
0.718556	-0.154881
0.720334	-0.153806
0.7221	-0.152706
0.723851	-0.151581
0.725588	-0.15043
0.727311	-0.149253
0.729018	-0.148047
0.730708	-0.146812
0.732384	-0.145546
0.732384	-0.145546
0.732714	-0.14526
0.733044	-0.144974
0.733374	-0.144688
0.733704	-0.144403
0.734034	-0.144117
0.734364	-0.143831
0.734694	-0.143545
0.735024	-0.143259
0.735352	-0.142973
0.735683	-0.142687
0.736012	-0.142401
0.736343	-0.142115
0.736673	-0.141829
0.737003	-0.141543
0.737333	-0.141257
0.737662	-0.140971
0.737993	-0.140686
0.738322	-0.1404
0.738653	-0.140114
0.738982	-0.139828
0.739313	-0.139542
0.739642	-0.139256
0.739973	-0.13897
0.740302	-0.138684
0.740631	-0.138398
0.740961	-0.138112
0.741291	-0.137826
0.741621	-0.137541
0.741951	-0.137255
0.742281	-0.136969
0.742611	-0.136683
0.742941	-0.136397
0.743271	-0.136111
0.743601	-0.135825
0.743931	-0.135539
0.744261	-0.135253
0.744591	-0.134967
0.744921	-0.134681
0.745251	-0.134396
0.745581	-0.13411
0.74591	-0.133824
0.74624	-0.133538
0.746569	-0.133252
0.7469	-0.132966
0.747229	-0.13268
0.74756	-0.132394
0.747889	-0.132108
0.74822	-0.131822
0.748549	-0.131536
0.748587	-0.131214
0.748626	-0.130891
