0.427906	-0.128107
0.429103	-0.127405
0.430308	-0.126717
0.43152	-0.126043
0.432739	-0.125382
0.433965	-0.124734
0.435196	-0.124096
0.436434	-0.123469
0.437676	-0.122853
0.438924	-0.122245
0.440175	-0.121646
0.441431	-0.121054
0.442691	-0.12047
0.443954	-0.119892
0.44522	-0.119319
0.446488	-0.118752
0.447759	-0.118188
0.449031	-0.117627
0.450304	-0.11707
0.451579	-0.116514
0.452853	-0.115959
0.454128	-0.115404
0.455403	-0.114849
0.456677	-0.114293
0.45795	-0.113735
0.459221	-0.113175
0.460491	-0.112611
0.461758	-0.112043
0.463023	-0.111471
0.464284	-0.110892
0.465542	-0.110308
0.466796	-0.109717
0.468046	-0.109117
0.469291	-0.10851
0.470532	-0.107893
0.471766	-0.107266
0.472995	-0.106628
0.474218	-0.105979
0.475434	-0.105318
0.476642	-0.104644
0.477844	-0.103956
0.479037	-0.103254
0.480223	-0.102537
0.4814	-0.101804
0.482567	-0.101054
0.483725	-0.100287
0.484874	-0.099502
0.486012	-0.098698
0.487139	-0.0978746
0.488256	-0.0970308
0.488256	-0.0970308
0.488476	-0.0968402
0.488696	-0.0966496
0.488916	-0.096459
0.489136	-0.0962684
0.489356	-0.0960777
0.489576	-0.0958871
0.489796	-0.0956965
0.490016	-0.0955059
0.490235	-0.0953153
0.490455	-0.0951247
0.490675	-0.0949341
0.490895	-0.0947435
0.491115	-0.0945529
0.491335	-0.0943623
0.491555	-0.0941716
0.491775	-0.093981
0.491995	-0.0937904
0.492215	-0.0935998
0.492435	-0.0934092
0.492655	-0.0932186
0.492875	-0.093028
0.493095	-0.0928374
0.493315	-0.0926468
0.493535	-0.0924562
0.493754	-0.0922655
0.493974	-0.0920749
0.494194	-0.0918843
0.494414	-0.0916937
0.494634	-0.0915031
0.494854	-0.0913125
0.495074	-0.0911219
0.495294	-0.0909313
0.495514	-0.0907407
0.495734	-0.0905501
0.495954	-0.0903594
0.496174	-0.0901688
0.496394	-0.0899782
0.496614	-0.0897876
0.496834	-0.089597
0.497054	-0.0894064
0.497273	-0.0892158
0.497493	-0.0890252
0.497713	-0.0888346
0.497933	-0.088644
0.498153	-0.0884533
0.498373	-0.0882627
0.498593	-0.0880721
0.498813	-0.0878815
0.499033	-0.0876909
0.499058	-0.0874758
0.499084	-0.0872606
0.499109	-0.0870455
0.499134	-0.0868304
0.49916	-0.0866152
0.499185	-0.0864001
0.49921	-0.086185
0.499236	-0.0859698
0.499261	-0.0857547
0.499286	-0.0855396
0.499312	-0.0853244
0.499337	-0.0851093
0.499362	-0.0848941
0.499388	-0.084679
0.499413	-0.0844639
0.499438	-0.0842487
0.499464	-0.0840336
0.499489	-0.0838185
0.499514	-0.0836033
0.49954	-0.0833882
0.499565	-0.0831731
0.49959	-0.0829579
0.499616	-0.0827428
0.499641	-0.0825277
0.499666	-0.0823125
0.499691	-0.0820974
0.499717	-0.0818823
0.499742	-0.0816671
0.499767	-0.081452
0.499793	-0.0812369
0.499818	-0.0810217
0.499843	-0.0808066
0.499869	-0.0805915
0.499894	-0.0803763
0.499919	-0.0801612
0.499945	-0.0799461
